referrer,views_total,views_unique
Google,114,30
github.com,91,16
Bing,44,6
addaxdatascience.com,42,15
forum.addaxai.com,25,5
statics.teams.cdn.office.net,9,2
search.brave.com,6,2
addaxdatascience-com.translate.goog,4,2
DuckDuckGo,2,1
ecosia.org,2,1
