url_path,views_total,views_unique
/PetervanLunteren/AddaxAI,131,84
/PetervanLunteren/AddaxAI/blob/main/install_files/windows/manual-install.md,41,32
/PetervanLunteren/AddaxAI/blob/main/classification_utils/model_types/deepfaune/classify_detections.py,16,4
/PetervanLunteren/AddaxAI/blob/main/AddaxAI_GUI.py,15,13
/PetervanLunteren/AddaxAI/tree/main/install_files/linux,15,3
/PetervanLunteren/AddaxAI/releases,14,12
/PetervanLunteren/AddaxAI/issues,14,8
/PetervanLunteren/AddaxAI/tree/main/model_info,11,8
/PetervanLunteren/AddaxAI/blob/main/markdown/quick-test.md,11,4
/PetervanLunteren/AddaxAI/tree/main,10,7
