referrer,views_total,views_unique
addaxdatascience.com,70,21
Google,65,33
github.com,38,13
pub.towardsai.net,13,1
Bing,12,7
forum.addaxai.com,10,6
search.brave.com,4,1
DuckDuckGo,2,1
Baidu,1,1
ecosia.org,1,1
