url_path,views_total,views_unique
/PetervanLunteren/AddaxAI,105,67
/PetervanLunteren/AddaxAI/blob/main/install_files/windows/manual-install.md,51,30
/PetervanLunteren/AddaxAI/releases,11,10
/PetervanLunteren/AddaxAI/blob/main/markdown/quick-test.md,11,3
/PetervanLunteren/AddaxAI/tree/main,10,9
/PetervanLunteren/AddaxAI/blob/main/install_files/windows/all-user-install.md,10,7
/PetervanLunteren/AddaxAI/issues,9,8
/PetervanLunteren/AddaxAI/blob/main/model_info/model_info_v5.json,9,6
/PetervanLunteren/AddaxAI/pulls,7,7
/PetervanLunteren/AddaxAI/tree/main/model_info,7,5
