url_path,views_total,views_unique
/PetervanLunteren/AddaxAI,196,100
/PetervanLunteren/AddaxAI/blob/main/install_files/windows/manual-install.md,62,42
/PetervanLunteren/AddaxAI/tree/main,32,18
/PetervanLunteren/AddaxAI/releases,31,16
/PetervanLunteren/AddaxAI/tree/main/classification_utils,23,14
/PetervanLunteren/AddaxAI/tree/main/model_info,21,15
/PetervanLunteren/AddaxAI/issues,20,16
/PetervanLunteren/AddaxAI/pulls,18,18
/PetervanLunteren/AddaxAI/blob/main/install_files/windows/all-user-install.md,16,12
/PetervanLunteren/AddaxAI/blob/main/model_info/model_info_v5.json,13,8
