url_path,views_total,views_unique
/PetervanLunteren/AddaxAI,180,90
/PetervanLunteren/AddaxAI/blob/main/install_files/windows/manual-install.md,51,35
/PetervanLunteren/AddaxAI/releases,35,17
/PetervanLunteren/AddaxAI/blob/main/install_files/windows/all-user-install.md,19,13
/PetervanLunteren/AddaxAI/issues,18,15
/PetervanLunteren/AddaxAI/blob/main/install_files/macos/grant-access.md,18,11
/PetervanLunteren/AddaxAI/blob/main/classification_utils/model_types/deepfaune/classify_detections.py,16,3
/PetervanLunteren/AddaxAI/tree/main/install_files,13,10
/PetervanLunteren/AddaxAI/tree/main/model_info,13,10
/PetervanLunteren/AddaxAI/tree/main/classification_utils,13,9
