url_path,views_total,views_unique
/PetervanLunteren/AddaxAI,130,86
/PetervanLunteren/AddaxAI/blob/main/install_files/windows/manual-install.md,39,31
/PetervanLunteren/AddaxAI/blob/main/classification_utils/model_types/deepfaune/classify_detections.py,16,4
/PetervanLunteren/AddaxAI/issues,15,9
/PetervanLunteren/AddaxAI/tree/main/install_files/linux,15,3
/PetervanLunteren/AddaxAI/blob/main/AddaxAI_GUI.py,14,12
/PetervanLunteren/AddaxAI/releases,13,12
/PetervanLunteren/AddaxAI/blob/main/README.md,11,7
/PetervanLunteren/AddaxAI/tree/main/classification_utils,11,7
/PetervanLunteren/AddaxAI/tree/main,10,7
