url_path,views_total,views_unique
/PetervanLunteren/AddaxAI,133,73
/PetervanLunteren/AddaxAI/blob/main/install_files/windows/manual-install.md,47,34
/PetervanLunteren/AddaxAI/releases,35,18
/PetervanLunteren/AddaxAI/blob/main/install_files/windows/all-user-install.md,24,12
/PetervanLunteren/AddaxAI/tree/main/install_files,15,9
/PetervanLunteren/AddaxAI/blob/main/markdown/AddaxAI_files_location.md,15,5
/PetervanLunteren/AddaxAI/releases/tag/v6.35,12,9
/PetervanLunteren/AddaxAI/issues,12,8
/PetervanLunteren/AddaxAI/blob/main/AddaxAI_GUI.py,10,6
/PetervanLunteren/AddaxAI/tree/main/install_files/macos,10,3
