referrer,views_total,views_unique
Google,71,36
addaxdatascience.com,68,19
github.com,46,14
Bing,8,6
forum.addaxai.com,4,3
DuckDuckGo,2,1
search.brave.com,2,1
Baidu,1,1
ecosia.org,1,1
statics.teams.cdn.office.net,1,1
