url_path,views_total,views_unique
/PetervanLunteren/AddaxAI,165,94
/PetervanLunteren/AddaxAI/blob/main/install_files/windows/manual-install.md,55,39
/PetervanLunteren/AddaxAI/tree/main,30,15
/PetervanLunteren/AddaxAI/blob/main/install_files/windows/all-user-install.md,25,11
/PetervanLunteren/AddaxAI/tree/main/model_info,21,14
/PetervanLunteren/AddaxAI/tree/main/classification_utils,20,13
/PetervanLunteren/AddaxAI/blob/main/markdown/AddaxAI_files_location.md,19,6
/PetervanLunteren/AddaxAI/pulls,17,16
/PetervanLunteren/AddaxAI/issues,16,11
/PetervanLunteren/AddaxAI/blob/main/AddaxAI_GUI.py,15,12
