url_path,views_total,views_unique
/PetervanLunteren/AddaxAI,169,93
/PetervanLunteren/AddaxAI/blob/main/install_files/windows/manual-install.md,57,43
/PetervanLunteren/AddaxAI/tree/main,27,12
/PetervanLunteren/AddaxAI/tree/main/classification_utils,20,13
/PetervanLunteren/AddaxAI/blob/main/install_files/windows/all-user-install.md,20,11
/PetervanLunteren/AddaxAI/releases,20,11
/PetervanLunteren/AddaxAI/tree/main/model_info,19,13
/PetervanLunteren/AddaxAI/issues,17,12
/PetervanLunteren/AddaxAI/pulls,16,15
/PetervanLunteren/AddaxAI/blob/main/markdown/AddaxAI_files_location.md,16,5
