url_path,views_total,views_unique
/PetervanLunteren/AddaxAI,173,89
/PetervanLunteren/AddaxAI/blob/main/install_files/windows/manual-install.md,56,39
/PetervanLunteren/AddaxAI/releases,33,17
/PetervanLunteren/AddaxAI/issues,18,14
/PetervanLunteren/AddaxAI/blob/main/install_files/windows/all-user-install.md,18,12
/PetervanLunteren/AddaxAI/blob/main/install_files/macos/grant-access.md,18,11
/PetervanLunteren/AddaxAI/tree/main/model_info,16,12
/PetervanLunteren/AddaxAI/blob/main/classification_utils/model_types/deepfaune/classify_detections.py,16,3
/PetervanLunteren/AddaxAI/pulls,14,14
/PetervanLunteren/AddaxAI/tree/main/classification_utils,14,10
