url_path,views_total,views_unique
/PetervanLunteren/AddaxAI,164,80
/PetervanLunteren/AddaxAI/blob/main/install_files/windows/manual-install.md,47,29
/PetervanLunteren/AddaxAI/releases,27,12
/PetervanLunteren/AddaxAI/blob/main/install_files/windows/all-user-install.md,22,13
/PetervanLunteren/AddaxAI/blob/main/install_files/windows/disable-anti-virus.md,21,13
/PetervanLunteren/AddaxAI/blob/main/README.md,20,11
/PetervanLunteren/AddaxAI/blob/main/model_info/model_info_v5.json,18,9
/PetervanLunteren/AddaxAI/tree/main/model_info,18,7
/PetervanLunteren/AddaxAI/issues,14,11
/PetervanLunteren/AddaxAI/issues/92,13,5
