url_path,views_total,views_unique
/PetervanLunteren/AddaxAI,98,70
/PetervanLunteren/AddaxAI/blob/main/install_files/windows/manual-install.md,59,29
/PetervanLunteren/AddaxAI/issues,27,10
/PetervanLunteren/AddaxAI/releases,22,16
/PetervanLunteren/AddaxAI/tree/main,18,9
/PetervanLunteren/AddaxAI/blob/main/install_files/windows/all-user-install.md,15,13
/PetervanLunteren/AddaxAI/blob/main/markdown/quick-test.md,10,3
/PetervanLunteren/AddaxAI/tree/main/model_info,8,6
/PetervanLunteren/AddaxAI/tree/main/classification_utils,8,5
/PetervanLunteren/AddaxAI/pulls,7,7
