referrer,views_total,views_unique
github.com,157,22
Google,109,44
Bing,32,6
addaxdatascience.com,25,11
chatgpt.com,16,1
perplexity.ai,3,1
Yahoo,2,1
search.brave.com,2,1
slunecnice.cz,2,1
web.telegram.org,2,1
