url_path,views_total,views_unique
/PetervanLunteren/AddaxAI,126,66
/PetervanLunteren/AddaxAI/blob/main/install_files/windows/manual-install.md,42,30
/PetervanLunteren/AddaxAI/releases,32,13
/PetervanLunteren/AddaxAI/blob/main/install_files/windows/all-user-install.md,22,17
/PetervanLunteren/AddaxAI/tree/main/install_files,17,11
/PetervanLunteren/AddaxAI/blob/main/README.md,15,6
/PetervanLunteren/AddaxAI/blob/main/AddaxAI_GUI.py,12,8
/PetervanLunteren/AddaxAI/tree/main,12,8
/PetervanLunteren/AddaxAI/blob/main/install_files/windows/disable-anti-virus.md,11,10
/PetervanLunteren/AddaxAI/blob/main/model_info/model_info_v5.json,10,6
