referrer,views_total,views_unique
github.com,150,20
Google,102,41
addaxdatascience.com,28,13
Bing,27,5
perplexity.ai,3,1
Yahoo,2,1
search.brave.com,2,1
slunecnice.cz,2,1
softpedia.com,2,1
web.telegram.org,2,1
