referrer,views_total,views_unique
github.com,102,17
Google,90,35
addaxdatascience.com,38,16
Bing,20,11
DuckDuckGo,20,2
forum.addaxai.com,15,6
chatgpt.com,6,4
statics.teams.cdn.office.net,2,1
towardsai.net,2,1
