url_path,views_total,views_unique
/PetervanLunteren/AddaxAI,153,78
/PetervanLunteren/AddaxAI/blob/main/install_files/windows/manual-install.md,46,31
/PetervanLunteren/AddaxAI/releases,30,14
/PetervanLunteren/AddaxAI/blob/main/install_files/windows/all-user-install.md,26,13
/PetervanLunteren/AddaxAI/tree/main,23,9
/PetervanLunteren/AddaxAI/tree/main/install_files,18,12
/PetervanLunteren/AddaxAI/blob/main/markdown/AddaxAI_files_location.md,17,6
/PetervanLunteren/AddaxAI/issues,15,11
/PetervanLunteren/AddaxAI/tree/main/model_info,15,9
/PetervanLunteren/AddaxAI/releases/tag/v6.35,14,9
