referrer,views_total,views_unique
Google,70,35
addaxdatascience.com,64,20
github.com,39,13
Bing,10,7
forum.addaxai.com,7,5
DuckDuckGo,2,1
search.brave.com,2,1
Baidu,1,1
statics.teams.cdn.office.net,1,1
