url_path,views_total,views_unique
/PetervanLunteren/AddaxAI,135,63
/PetervanLunteren/AddaxAI/blob/main/install_files/windows/manual-install.md,55,39
/PetervanLunteren/AddaxAI/blob/main/previous_versions/v4.3/install.command,20,2
/PetervanLunteren/AddaxAI/issues,16,11
/PetervanLunteren/AddaxAI/tree/main/previous_versions/v4.3,11,1
/PetervanLunteren/AddaxAI/blob/main/install_files/windows/disable-anti-virus.md,9,9
/PetervanLunteren/AddaxAI/tree/main,9,8
/PetervanLunteren/AddaxAI/blob/main/install_files/windows/all-user-install.md,8,8
/PetervanLunteren/AddaxAI/blob/main/README.md,8,7
/PetervanLunteren/AddaxAI/tree/main/install_files/windows,8,7
