url_path,views_total,views_unique
/PetervanLunteren/AddaxAI,160,79
/PetervanLunteren/AddaxAI/blob/main/install_files/windows/manual-install.md,53,32
/PetervanLunteren/AddaxAI/releases,27,12
/PetervanLunteren/AddaxAI/blob/main/install_files/windows/all-user-install.md,24,15
/PetervanLunteren/AddaxAI/blob/main/install_files/windows/disable-anti-virus.md,24,15
/PetervanLunteren/AddaxAI/blob/main/README.md,21,12
/PetervanLunteren/AddaxAI/blob/main/model_info/model_info_v5.json,21,10
/PetervanLunteren/AddaxAI/tree/main/model_info,19,8
/PetervanLunteren/AddaxAI/issues/92,14,5
/PetervanLunteren/AddaxAI/issues,13,10
