url_path,views_total,views_unique
/PetervanLunteren/AddaxAI,163,85
/PetervanLunteren/AddaxAI/blob/main/install_files/windows/manual-install.md,45,25
/PetervanLunteren/AddaxAI/releases,22,14
/PetervanLunteren/AddaxAI/blob/main/install_files/windows/disable-anti-virus.md,17,10
/PetervanLunteren/AddaxAI/blob/main/README.md,15,11
/PetervanLunteren/AddaxAI/blob/main/install_files/windows/all-user-install.md,15,11
/PetervanLunteren/AddaxAI/tree/main/model_info,15,5
/PetervanLunteren/AddaxAI/blob/main/model_info/model_info_v5.json,14,5
/PetervanLunteren/AddaxAI/pulls,13,9
/PetervanLunteren/AddaxAI/tree/main/classification_utils,13,6
