referrer,views_total,views_unique
github.com,110,18
Google,92,33
addaxdatascience.com,65,27
Bing,45,6
forum.addaxai.com,29,6
statics.teams.cdn.office.net,11,3
wildlabs.net,5,3
DuckDuckGo,4,3
search.brave.com,4,2
addaxdatascience-com.translate.goog,2,1
