referrer,views_total,views_unique
Google,102,34
github.com,102,18
addaxdatascience.com,67,27
Bing,45,7
forum.addaxai.com,13,5
statics.teams.cdn.office.net,11,3
wildlabs.net,5,3
DuckDuckGo,4,3
search.brave.com,4,2
addaxdatascience-com.translate.goog,2,1
