url_path,views_total,views_unique
/PetervanLunteren/AddaxAI,153,82
/PetervanLunteren/AddaxAI/blob/main/install_files/windows/manual-install.md,47,27
/PetervanLunteren/AddaxAI/releases,20,13
/PetervanLunteren/AddaxAI/blob/main/README.md,17,13
/PetervanLunteren/AddaxAI/blob/main/install_files/windows/all-user-install.md,16,12
/PetervanLunteren/AddaxAI/blob/main/install_files/windows/disable-anti-virus.md,14,7
/PetervanLunteren/AddaxAI/tree/main/classification_utils,13,6
/PetervanLunteren/AddaxAI/tree/main/classification_utils/model_types,13,6
/PetervanLunteren/AddaxAI/issues,11,10
/PetervanLunteren/AddaxAI/tree/main,10,8
