url_path,views_total,views_unique
/PetervanLunteren/AddaxAI,96,66
/PetervanLunteren/AddaxAI/blob/main/install_files/windows/manual-install.md,52,31
/PetervanLunteren/AddaxAI/tree/main,20,11
/PetervanLunteren/AddaxAI/issues,18,8
/PetervanLunteren/AddaxAI/releases,17,14
/PetervanLunteren/AddaxAI/blob/main/install_files/windows/all-user-install.md,10,7
/PetervanLunteren/AddaxAI/tree/main/classification_utils,9,6
/PetervanLunteren/AddaxAI/blob/main/markdown/quick-test.md,9,3
/PetervanLunteren/AddaxAI/tree/main/model_info,8,6
/PetervanLunteren/AddaxAI/tree/main/classification_utils/model_types,7,5
