referrer,views_total,views_unique
Google,64,28
addaxdatascience.com,48,16
github.com,38,12
forum.addaxai.com,18,8
pub.towardsai.net,14,1
Bing,8,5
search.brave.com,4,1
DuckDuckGo,2,1
Baidu,1,1
chatgpt.com,1,1
