url_path,views_total,views_unique
/PetervanLunteren/AddaxAI,154,89
/PetervanLunteren/AddaxAI/blob/main/install_files/windows/manual-install.md,56,40
/PetervanLunteren/AddaxAI/tree/main,28,13
/PetervanLunteren/AddaxAI/blob/main/install_files/windows/all-user-install.md,25,11
/PetervanLunteren/AddaxAI/tree/main/classification_utils,20,13
/PetervanLunteren/AddaxAI/tree/main/model_info,19,12
/PetervanLunteren/AddaxAI/blob/main/markdown/AddaxAI_files_location.md,19,6
/PetervanLunteren/AddaxAI/pulls,17,16
/PetervanLunteren/AddaxAI/releases,17,13
/PetervanLunteren/AddaxAI/issues,14,10
