referrer,views_total,views_unique
addaxdatascience.com,78,20
Google,50,32
github.com,39,18
Bing,16,8
forum.addaxai.com,3,2
Baidu,2,2
search.brave.com,2,1
statics.teams.cdn.office.net,1,1
