url_path,views_total,views_unique
/PetervanLunteren/AddaxAI,126,69
/PetervanLunteren/AddaxAI/blob/main/install_files/windows/manual-install.md,55,39
/PetervanLunteren/AddaxAI/issues,16,11
/PetervanLunteren/AddaxAI/blob/main/model_info/model_info_v5.json,12,10
/PetervanLunteren/AddaxAI/tree/main,10,9
/PetervanLunteren/AddaxAI/blob/main/markdown/quick-test.md,10,2
/PetervanLunteren/AddaxAI/blob/main/install_files/windows/all-user-install.md,9,6
/PetervanLunteren/AddaxAI/blob/main/install_files/windows/disable-anti-virus.md,8,8
/PetervanLunteren/AddaxAI/releases,7,7
/PetervanLunteren/AddaxAI/blob/83e0ce4e1dc280c327727659eb96f9b4416bfd43/classification_utils/model_types/gifu-wildlife/classify_detections.py,7,1
