url_path,views_total,views_unique
/PetervanLunteren/AddaxAI,138,85
/PetervanLunteren/AddaxAI/blob/main/install_files/windows/manual-install.md,46,36
/PetervanLunteren/AddaxAI/issues,22,12
/PetervanLunteren/AddaxAI/releases,19,11
/PetervanLunteren/AddaxAI/tree/main/model_info,16,11
/PetervanLunteren/AddaxAI/tree/main/install_files/linux,16,4
/PetervanLunteren/AddaxAI/blob/main/AddaxAI_GUI.py,15,13
/PetervanLunteren/AddaxAI/tree/main/install_files,15,10
/PetervanLunteren/AddaxAI/blob/main/classification_utils/model_types/deepfaune/classify_detections.py,15,3
/PetervanLunteren/AddaxAI/pulls,14,14
