url_path,views_total,views_unique
/PetervanLunteren/AddaxAI,104,68
/PetervanLunteren/AddaxAI/blob/main/install_files/windows/manual-install.md,56,31
/PetervanLunteren/AddaxAI/issues,26,9
/PetervanLunteren/AddaxAI/blob/main/install_files/windows/all-user-install.md,17,15
/PetervanLunteren/AddaxAI/releases,16,12
/PetervanLunteren/AddaxAI/tree/main,16,8
/PetervanLunteren/AddaxAI/blob/main/README.md,15,4
/PetervanLunteren/AddaxAI/blob/main/markdown/quick-test.md,10,1
/PetervanLunteren/AddaxAI/blob/main/install_files/windows/disable-anti-virus.md,9,8
/PetervanLunteren/AddaxAI/tree/main/install_files,9,7
