url_path,views_total,views_unique
/PetervanLunteren/AddaxAI,95,68
/PetervanLunteren/AddaxAI/blob/main/install_files/windows/manual-install.md,51,32
/PetervanLunteren/AddaxAI/tree/main,20,11
/PetervanLunteren/AddaxAI/issues,20,10
/PetervanLunteren/AddaxAI/releases,17,14
/PetervanLunteren/AddaxAI/blob/main/install_files/windows/all-user-install.md,12,9
/PetervanLunteren/AddaxAI/tree/main/classification_utils,10,7
/PetervanLunteren/AddaxAI/blob/main/markdown/quick-test.md,10,3
/PetervanLunteren/AddaxAI/tree/main/model_info,8,6
/PetervanLunteren/AddaxAI/pulls,7,7
