referrer,views_total,views_unique
Google,122,34
github.com,74,21
addaxdatascience.com,48,21
Bing,14,5
forum.addaxai.com,4,2
kagi.com,3,2
statics.teams.cdn.office.net,3,2
wildlabs.net,2,2
issues.ecosyste.ms,1,1
