url_path,views_total,views_unique
/PetervanLunteren/AddaxAI,191,101
/PetervanLunteren/AddaxAI/blob/main/install_files/windows/manual-install.md,51,39
/PetervanLunteren/AddaxAI/tree/main,31,16
/PetervanLunteren/AddaxAI/releases,27,14
/PetervanLunteren/AddaxAI/tree/main/classification_utils,22,14
/PetervanLunteren/AddaxAI/issues,20,15
/PetervanLunteren/AddaxAI/tree/main/model_info,20,14
/PetervanLunteren/AddaxAI/blob/main/install_files/windows/all-user-install.md,19,12
/PetervanLunteren/AddaxAI/pulls,17,16
/PetervanLunteren/AddaxAI/blob/main/model_info/model_info_v5.json,15,9
