referrer,views_total,views_unique
Google,121,45
github.com,120,18
addaxdatascience.com,79,30
forum.addaxai.com,22,7
DuckDuckGo,22,4
Bing,10,5
wildlabs.net,5,3
chatgpt.com,3,2
copilot.microsoft.com,2,1
statics.teams.cdn.office.net,2,1
