url_path,views_total,views_unique
/PetervanLunteren/AddaxAI,143,84
/PetervanLunteren/AddaxAI/blob/main/install_files/windows/manual-install.md,44,28
/PetervanLunteren/AddaxAI/releases,18,13
/PetervanLunteren/AddaxAI/issues,16,10
/PetervanLunteren/AddaxAI/tree/main/install_files/linux,14,3
/PetervanLunteren/AddaxAI/tree/main/classification_utils,12,7
/PetervanLunteren/AddaxAI/tree/main/classification_utils/model_types,12,6
/PetervanLunteren/AddaxAI/blob/main/install_files/windows/all-user-install.md,11,8
/PetervanLunteren/AddaxAI/tree/main,10,7
/PetervanLunteren/AddaxAI/blob/main/AddaxAI_GUI.py,9,9
