url_path,views_total,views_unique
/PetervanLunteren/AddaxAI,157,84
/PetervanLunteren/AddaxAI/blob/main/install_files/windows/manual-install.md,52,37
/PetervanLunteren/AddaxAI/tree/main,25,11
/PetervanLunteren/AddaxAI/blob/main/install_files/windows/all-user-install.md,23,11
/PetervanLunteren/AddaxAI/blob/main/markdown/AddaxAI_files_location.md,20,7
/PetervanLunteren/AddaxAI/tree/main/classification_utils,18,12
/PetervanLunteren/AddaxAI/pulls,17,16
/PetervanLunteren/AddaxAI/releases,17,13
/PetervanLunteren/AddaxAI/tree/main/model_info,17,11
/PetervanLunteren/AddaxAI/releases/tag/v6.35,15,10
