referrer,views_total,views_unique
github.com,56,13
Google,54,28
addaxdatascience.com,46,15
forum.addaxai.com,14,5
pub.towardsai.net,14,1
Bing,9,6
search.brave.com,4,1
Baidu,1,1
chatgpt.com,1,1
ecosia.org,1,1
