url_path,views_total,views_unique
/PetervanLunteren/AddaxAI,103,59
/PetervanLunteren/AddaxAI/blob/main/install_files/windows/manual-install.md,60,33
/PetervanLunteren/AddaxAI/issues,24,7
/PetervanLunteren/AddaxAI/blob/main/install_files/windows/all-user-install.md,18,16
/PetervanLunteren/AddaxAI/tree/main,16,7
/PetervanLunteren/AddaxAI/blob/main/README.md,16,4
/PetervanLunteren/AddaxAI/releases,15,11
/PetervanLunteren/AddaxAI/blob/main/install_files/windows/disable-anti-virus.md,12,11
/PetervanLunteren/AddaxAI/tree/main/install_files,10,8
/PetervanLunteren/AddaxAI/blob/main/markdown/quick-test.md,10,1
