url_path,views_total,views_unique
/PetervanLunteren/AddaxAI,107,59
/PetervanLunteren/AddaxAI/blob/main/install_files/windows/manual-install.md,31,24
/PetervanLunteren/AddaxAI/blob/main/previous_versions/v4.3/install.command,21,2
/PetervanLunteren/AddaxAI/tree/main/previous_versions/v4.3,12,2
/PetervanLunteren/AddaxAI/blob/main/install_files/windows/all-user-install.md,11,9
/PetervanLunteren/AddaxAI/releases/tag/v6.35,10,10
/PetervanLunteren/AddaxAI/tree/main,10,9
/PetervanLunteren/AddaxAI/releases,10,8
/PetervanLunteren/AddaxAI/blob/main/README.md,9,7
/PetervanLunteren/AddaxAI/pulls,8,4
