url_path,views_total,views_unique
/PetervanLunteren/AddaxAI,121,62
/PetervanLunteren/AddaxAI/blob/main/install_files/windows/manual-install.md,39,28
/PetervanLunteren/AddaxAI/blob/main/previous_versions/v4.3/install.command,21,2
/PetervanLunteren/AddaxAI/issues,13,9
/PetervanLunteren/AddaxAI/tree/main/previous_versions/v4.3,12,2
/PetervanLunteren/AddaxAI/blob/main/README.md,11,9
/PetervanLunteren/AddaxAI/blob/main/install_files/windows/all-user-install.md,10,8
/PetervanLunteren/AddaxAI/tree/main/install_files,8,7
/PetervanLunteren/AddaxAI/tree/main/previous_versions,8,1
/PetervanLunteren/AddaxAI/blob/main/install_files/windows/disable-anti-virus.md,7,7
