url_path,views_total,views_unique
/PetervanLunteren/AddaxAI,122,60
/PetervanLunteren/AddaxAI/blob/main/install_files/windows/manual-install.md,49,33
/PetervanLunteren/AddaxAI/releases,25,13
/PetervanLunteren/AddaxAI/blob/main/install_files/windows/all-user-install.md,24,18
/PetervanLunteren/AddaxAI/blob/main/README.md,17,6
/PetervanLunteren/AddaxAI/tree/main/install_files,12,12
/PetervanLunteren/AddaxAI/blob/main/AddaxAI_GUI.py,12,8
/PetervanLunteren/AddaxAI/blob/main/model_info/model_info_v5.json,12,6
/PetervanLunteren/AddaxAI/blob/main/install_files/windows/disable-anti-virus.md,11,10
/PetervanLunteren/AddaxAI/tree/main,11,8
