referrer,views_total,views_unique
Google,50,25
github.com,48,12
addaxdatascience.com,20,10
forum.addaxai.com,14,5
pub.towardsai.net,14,1
Bing,8,5
search.brave.com,4,1
DuckDuckGo,2,2
Baidu,1,1
chatgpt.com,1,1
