referrer,views_total,views_unique
Google,74,32
github.com,56,12
addaxdatascience.com,25,16
Bing,25,6
chatgpt.com,16,1
forum.addaxai.com,7,3
wildlabs.net,2,2
slunecnice.cz,2,1
web.telegram.org,2,1
Baidu,1,1
